Timestamp,User_ID,IP_Address,Action,Status,System_Name,Service_Change_Ticket
2026-03-09 14:52:37.794475,jdoe_dev,10.192.209.34,CONFIG_CHANGE,ERROR,BT_Application_Server, No_Ticket_Found
2026-03-09 15:43:37.794475,admin_vk,10.192.110.127,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-09 21:58:37.794475,akhan_ops,10.192.163.22,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-09 22:02:37.794475,admin_vk,10.192.58.96,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-09 23:09:37.794475,akhan_ops,10.192.72.72,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-09 23:10:37.794475,rsharam_hr,10.192.163.22,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-10 05:22:37.794475,rsharam_hr,10.192.195.157,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-10 07:08:37.794475,System_Automate,10.192.58.96,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-10 10:02:37.794475,akhan_ops,10.192.57.137,CONFIG_CHANGE,ERROR,Linux_Nix_Gateway, No_Ticket_Found
2026-03-10 14:51:37.794475,admin_vk,10.192.149.118,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-10 16:28:37.794475,admin_vk,10.192.19.68,CONFIG_CHANGE,ERROR,Linux_Nix_Gateway, No_Ticket_Found
2026-03-10 19:16:37.794475,admin_vk,10.192.29.56,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-10 23:09:37.794475,System_Automate,10.192.137.14,CONFIG_CHANGE,ERROR,windows_server_UIC, No_Ticket_Found
2026-03-11 00:10:37.794475,admin_vk,10.192.57.137,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-11 04:35:37.794475,rsharam_hr,10.192.163.22,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-11 08:53:37.794475,jdoe_dev,10.192.44.200,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-11 10:22:37.794475,akhan_ops,10.192.33.161,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-11 12:20:37.794475,System_Automate,10.192.195.157,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-11 13:20:37.794475,rsharam_hr,10.192.155.82,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-11 16:53:37.794475,rsharam_hr,10.192.33.161,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-11 19:37:37.794475,rsharam_hr,10.192.113.235,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-11 23:34:37.794475,rsharam_hr,10.192.113.235,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-12 04:48:37.794475,admin_vk,10.192.57.137,CONFIG_CHANGE,ERROR,windows_server_UIC, No_Ticket_Found
2026-03-12 05:12:37.794475,rsharam_hr,10.192.70.150,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-12 08:04:37.794475,System_Automate,10.192.195.157,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-12 08:42:37.794475,System_Automate,10.192.110.127,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-12 10:33:37.794475,admin_vk,10.192.70.150,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-12 12:56:37.794475,akhan_ops,10.192.29.56,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-12 17:04:37.794475,akhan_ops,10.192.44.200,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-12 19:45:37.794475,admin_vk,10.192.33.161,CONFIG_CHANGE,ERROR,Linux_Nix_Gateway, No_Ticket_Found
2026-03-12 23:27:37.794475,jdoe_dev,10.192.149.118,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-13 02:43:37.794475,System_Automate,10.192.91.94,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-13 03:39:37.794475,skumar_it,10.192.72.72,CONFIG_CHANGE,ERROR,windows_server_UIC, No_Ticket_Found
2026-03-13 05:19:37.794475,admin_vk,10.192.149.118,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-13 07:07:37.794475,System_Automate,10.192.209.34,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-13 12:59:37.794475,skumar_it,10.192.74.27,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-13 14:46:37.794475,rsharam_hr,10.192.209.34,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-13 16:13:37.794475,System_Automate,10.192.155.82,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-13 17:45:37.794475,admin_vk,10.192.72.72,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-13 18:28:37.794475,admin_vk,10.192.113.235,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-13 23:09:37.794475,jdoe_dev,10.192.57.137,CONFIG_CHANGE,ERROR,Linux_Nix_Gateway, No_Ticket_Found
2026-03-13 23:55:37.794475,skumar_it,10.192.113.235,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-14 01:54:37.794475,admin_vk,10.192.91.94,CONFIG_CHANGE,ERROR,windows_server_UIC, No_Ticket_Found
2026-03-14 02:43:37.794475,skumar_it,10.192.29.56,CONFIG_CHANGE,ERROR,Linux_Nix_Gateway, No_Ticket_Found
2026-03-14 02:53:37.794475,skumar_it,10.192.76.189,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-14 05:20:37.794475,akhan_ops,10.192.91.94,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-14 10:42:37.794475,jdoe_dev,10.192.29.56,CONFIG_CHANGE,SUCCESS,BT_Application_Server, No_Ticket_Found
2026-03-14 10:54:37.794475,System_Automate,10.192.44.200,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-14 14:39:37.794475,skumar_it,10.192.74.27,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-14 15:58:37.794475,rsharam_hr,10.192.137.14,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-14 18:45:37.794475,skumar_it,10.192.209.34,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-14 21:27:37.794475,akhan_ops,10.192.155.82,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-14 22:33:37.794475,System_Automate,10.192.29.56,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-15 00:44:37.794475,admin_vk,10.192.57.137,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-15 01:13:37.794475,rsharam_hr,10.192.57.137,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-15 02:13:37.794475,rsharam_hr,10.192.163.22,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-15 02:21:37.794475,System_Automate,10.192.76.189,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-15 08:56:37.794475,akhan_ops,10.192.19.68,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
2026-03-15 15:31:37.794475,jdoe_dev,10.192.110.127,CONFIG_CHANGE,SUCCESS,windows_server_UIC, No_Ticket_Found
2026-03-15 15:55:37.794475,admin_vk,10.192.113.235,CONFIG_CHANGE,SUCCESS,Linux_Nix_Gateway, No_Ticket_Found
